id,title,year,director
"MiA17","The Quiller Memorandum","1966","M.Anderson"
"MiA11","The Wreck of the Mary Deare","1959","M.Anderson"
"KeA43","The New Adventures of Pippi Longstocking","1988","Annakin"
"WLu15","Maniac Cop","1988","Lustig"
"MRt7","The Bad News Bears","1976","M.Ritchie"
"TPa15","South Park: Bigger, Longer and Uncut","1999","T.Parker"
"MRt8","Semi-Tough","1977","M.Ritchie"
"MRt9","An Almost Perfect Affair","1979","M.Ritchie"
"Z1110","They Knew What They Wanted","1928","Unknown11"
"GMe10","Babes in Toyland","1934","Meins"
"PPz10","Frau Berta Garlan","1989","Patzak"
"RyB18","The Three Godfathers","1936","Boleslawski"
"RyB17","The Garden of Allah","1936","Boleslawski"
"C91","The Mystery of the Wax Museum","1933","Curtiz"
"RyB16","Theodora Goes Wild","1935","Boleslawski"
"C94","The Kennel Murder Case","1933","Curtiz"
"RcB30","Looking for Mr.~Goodbar","1977","R.Brooks"
"RyB11","Clive of India","1935","Boleslawski"
"MRs2","The Ghost Ship","1943","Robson"
"RyB10","The Painted Veil","1934","Boleslawski"
"RcB21","Dollars","1971","R.Brooks"
"MRs4","Bedlam","1946","Robson"
"AMg10","Castle of Blood","1964","Margheriti"
"C98","British Agent","1934","Curtiz"
"RyB14","Metropolitan","1935","Boleslawski"
"RcB25","Bite the Bullet","1975","R.Brooks"
"RyB12","Les Mis\'erables","1935","Boleslawski"
"MRs1","The Seventh Victim","1943","Robson"
"MSt60","Street of Sin","1928","M.Stiller"
"MRs6","Champion","1949","Robson"
"IHk30","Triumphs of a Man Called Horse","1982","Hough"
"SBo10","Prisoner of the Mountain","1997","Bodrov"
"RyS20","The Thrill Killers","1965","Steckler"
"WLu10","Vigilante","1982","Lustig"
"MdV5","Le paltoquet","1986","? [deVille"
"Z1120","They Knew What They Wanted","1930","Unknown11"
"SNa10","The Cherry Orchard","1991","Nakahara"
"MtR10","The King and I","1999","M.Rich"
"MiR21","B.Monkey","1999","M.Radford"
"TFg1","The Hanging Garden","1998","Fitzgerald"
"YYo10","A Promise","1986","Y.Yoshida"
"ThE10","Parsifal","1904","Edison"
"BdY6","The Thief Who Came to Dinner","1973","Bud~Yorkin"
"KeA29","The Informers","1963","Annakin"
"BdY5","Start the Revolution without me","1970","Bud~Yorkin"
"MRv6","Witchfinder General","1968","Reeves"
"BdY4","Inspector Clouseau","1968","Bud~Yorkin"
"BdY3","Divorce American Style","1967","Bud~Yorkin"
"KeA26","The Longest Day","1962","Annakin"
"KeA25","Very Important Person","1961","Annakin"
"TFi9","Dracula","1958","Fisher"
"BdY1","Come Blow Your Horn","1963","Bud~Yorkin"
"MRv2","Sister of Satan","1965","Reeves"
"TFi8","The Curse of Frankenstein","1957","Fisher"
"KeA23","Swiss Family Robinson","1960","Annakin"
"MRv4","The Sorcerers","1967","Reeves"
"JTh10","The Venetian Affair","1967","J.Thorpe"
"MSt53","The Temptress","1927","M.Stiller"
"bQs10","Street of Crocodiles","1986","Quay"
"MSt55","Hotel Imperial","1927","M.Stiller"
"bQs14","Rehearsals for Extinct Anatomies","1988","Quay"
"MSt50","The Blizzard","1926","M.Stiller"
"RaM10","Stand and Deliver","1989","Menendez"
"SpS10","The Great Emperor's Concubine","1998","Sin"
"RWa65","A Girl, a Guy, and a Gob","1941","Ri.Wallace"
"DoW97","Pajama Party","1963","D.Weis"
"LrA10","Carmen","1992","Lr.Anderson"
"DoW95","Critics Choice","1963","D.Weis"
"MiR10","White Mischief","1988","M.Radford"
"DoW99","Looking For Love","1964","D.Weis"
"KeA38","Fifth Musketeer","1978","Annakin"
"PRo86","Charlie Chan in Black Magic","1944","Rosen"
"KeA36","Call of the Wild","1972","Annakin"
"PRo83","The Chinese Cat","1944","Rosen"
"KeA34","Those Daring Young Men in Their Jaunty Jalopies","1969","Annakin"
"KeA32","Battle of the Bulge","1965","Annakin"
"bQs20","Anamorphosis","1991","Quay"
"KeA31","Those Magnificent Men in Their Flying Machines","1964","Annakin"
"PRo80","Charlie Chan in the Secret Service","1944","Rosen"
"KeA30","The Fast Lady","1963","Annakin"
"bQs25","Are We Still Married","1992","Quay"
"MSt40","The Saga of Gosta Berlin","1924","M.Stiller"
"bQs23","The Comb","1991","Quay"
"VoS2","A Degree of Murder","1967","Schlondorff"
"FFC29","The Rainmaker","1997","Coppola"
"DoW82","First-Class Honeymoon","1962","D.Weis"
"IWk3","Night and the City","1992","I.Winkler"
"DoW80","The Pearl Necklace","1961","D.Weis"
"ClC60","Merci pour le Chocolat","2000","Chabrol"
"VoS8","The Tin Drum","1966","Schlondorff"
"IWk1","Guilty by Suspicion","1991","I.Winkler"
"DoW81","A Secret Life","1961","D.Weis"
"FFC20","Tucker, the Man and his Dream","1989","Coppola"
"IWk5","The Net","1995","I.Winkler"
"RWa50","Young at Heart","1938","Ri.Wallace"
"TFi3","Marry Me","1949","Fisher"
"RcB40","Wrong is Right","1981","R.Brooks"
"FFC26","Bram Stoker's Dracula","1992","Coppola"
"FFC24","The Godfather, Part III","1990","Coppola"
"GM200","Destry Rides Again","1939","Geo.Marshall"
"WaW5","Life is Cheap, but Toilet Paper is Expensive","1989","Wang"
"DM230","The Organization","1971","Medford"
"LeL25","Swiss Tour","1949","Lindtberg"
"JSv15","Kolya","1997","Sverak"
"CSm10","Pippi Longstocking","1997","C.Smith"
"WaW2","Diem Sum","1984","Wang"
"WaW1","Chan is Missing","1982","Wang"
"WWn170","The Last Musketeer","1952","Witney"
"WaW4","Eat a Bowl of Tea","1989","Wang"
"LeL20","Die Letzte Chance","1945","Lindtberg"
"WaW3","Slam Dance","1987","Wang"
"ELC2","Law and Order","1932","E.L.Cahn"
"JSv10","Elementary School","1991","Sverak"
"DoW70","Ride the High Iron","1951","D.Weis"
"ClC50","Story of Women","1990","Chabrol"
"FFC11","Rumblefish","1983","Coppola"
"FFC10","The Outsiders","1983","Coppola"
"MRy1","The Fox","1968","Rydell"
"FFC15","Peggy Sue Got Married","1986","Coppola"
"ClC57","La Ceremonie","1997","Chabrol"
"ClC58","The Swindle","1998","Chabrol"
"FFC12","The Cotton Club","1984","Coppola"
"JuW10","Sidewalks of New York","1931","J.White"
"LeL38","Daughter of the Storm","1954","Lindtberg"
"GM210","The Ghost Breakers","1940","Geo.Marshall"
"LeL35","Unser Dorf","1953","Lindtberg"
"LeL30","Die Vier Im Jeep","1951","Lindtberg"
"GRH2","Toys in the Attic","1963","G.R.Hill"
"GRH1","Period of Adjustment","1962","G.R.Hill"
"GRH4","Hawaii","1966","G.R.Hill"
"GRH3","The World of Henry Orient","1964","G.R.Hill"
"GRH6","Butch Cassidy and the Sundance Kid","1969","G.R.Hill"
"ClC45","The Cry of the Owl","1987","Chabrol"
"GRH5","Thoroughly Modern Millie","1967","G.R.Hill"
"GRH8","The Sting","1973","G.R.Hill"
"GRH7","Slaughterhouse Five","1972","G.R.Hill"
"ClC49","Stille Tage in Clichy","1990","Chabrol"
"GRH9","The Great Waldo Pepper","1975","G.R.Hill"
"GM222","Incendiary Blonde","1945","Geo.Marshall"
"GM223","The Blue Dahlia","1946","Geo.Marshall"
"JGs10","When Time Stood Still","1965","Goldstone"
"GM224","Monsieur Beaucaire","1946","Geo.Marshall"
"GM225","The Happy Barber","1946","Geo.Marshall"
"GM220","Murder He Says","1944","Geo.Marshall"
"WAS90","This Is My Affair","1937","Seiter"
"MiA35","Murder by Phone","1982","M.Anderson"
"WAS95","Room Service","1938","Seiter"
"DHa1","It Had To Be You","1947","Hartman"
"ChB2","So Big","1923","Brabin"
"DHa2","Every Girl Should Be Married","1947","Hartman"
"DoW50","Santa Claus and the 10th Avenue Kid","1955","D.Weis"
"DHa3","Mr.~Imperium","1947","Hartman"
"ChB5","The Bridge of San Luis Rey","1923","Brabin"
"DHa5","Holiday Affair","1949","Hartman"
"DHa7","Mr. Imperium","1951","Hartman"
"DoW51","The Big Switch","1956","D.Weis"
"ClC31","Ophelia","1973","Chabrol"
"GM226","The Perils of Pauline","1947","Geo.Marshall"
"ChB9","The Mask of Fu Manchu","1932","Brabin"
"GM227","Variety Girl","1947","Geo.Marshall"
"IH11","The Treasure of the Sierra Madre","1948","J.Huston"
"ClC38","Alice","1977","Chabrol"
"ClC35","Une Partie de Plaisir","1975","Chabrol"
"ClC19","The Road to Corinth","1968","Chabrol"
"MRy9","The Rose","1979","Rydell"
"IsF10","Desert Kickboxer","1991","Florentine"
"GM235","The White Son of the Sioux","1952","Geo.Marshall"
"ClC18","La femme infidele","1968","Chabrol"
"GM230","Fancy Pants","1950","Geo.Marshall"
"MiA25","Orca the Killer Whale","1979","M.Anderson"
"MRy5","Harry and Walter Go to New York","1976","Rydell"
"MiA27","The Martian Chronicles I/II/III","1979","M.Anderson"
"MRy7","The Cowboys","1971","Rydell"
"xCh10","The Emperor and the Assassin","1999","x.Chen"
"MiA22","Logan's Run","1976","M.Anderson"
"WAS80","The Richest Girl in The World","1932","Seiter"
"MiA21","Conduct Unbecoming","1975","M.Anderson"
"MiA24","Dominique is Dead","1979","M.Anderson"
"WAS82","If Only You Could Cook","1935","Seiter"
"DM200","To Trap a Spy","1965","Medford"
"WAS83","Roberta","1935","Seiter"
"MEk10","Carmen","1998","Ek"
"WAS85","The Moon's Our Home","1936","Seiter"
"JHe10","Adieu L'Ami!","1968","J.Herman"
"RtD10","The Long Silence","1963","R.Douglas"
"ClC20","Les Biches","1968","Chabrol"
"RtD12","Behind the Locked Door","1964","R.Douglas"
"ClC21","La Femme Infidele","1969","Chabrol"
"RtD11","You'll Be the Death of Me","1963","R.Douglas"
"GM237","Houdini","1953","Geo.Marshall"
"GM238","Scared Stiff","1953","Geo.Marshall"
"RtD13","Sign of Satan","1964","R.Douglas"
"ClC24","Le Boucher","1970","Chabrol"
"FFe10","The Hindu","1953","Ferrin"
"IH25","Freud","1962","J.Huston"
"JGs31","Rollercoaster","1977","Goldstone"
"WAS77","Sons of the Desert","1933","Seiter"
"IH26","The List of Adrian Messenger","1963","J.Huston"
"IH23","The Misfits","1961","J.Huston"
"GM240","Red Garters","1954","Geo.Marshall"
"IH29","Casino Royale","1967","J.Huston"
"GM242","Money From Home","1954","Geo.Marshall"
"IH27","The Night of the Iguana","1964","J.Huston"
"IH28","The Bible","1966","J.Huston"
"JGs30","The Gang That Couldn't Shoot Straight","1976","Goldstone"
"CyE8","Try and Get Me","1951","Endfield"
"WAS70","Girl Crazy","1932","Seiter"
"RHf20","I, The Jury","1982","Heffron"
"JGb10","The Genius","1992","J.Gibbons"
"MeW10","Daughter of Frankenstein","1972","M.Welles"
"ViM10","Sledge","1961","Morrow"
"ECs10","In The Land of the War Canoes","1914","E.Curtis"
"ClC11","Landru","1967","Chabrol"
"RGt10","Komal Gandhar","1964","Ghatak"
"ClC10","Ophelia","1967","Chabrol"
"xEn10","Pygmalion","1935","Engel"
"IH30","Reflections in a Golden Eye","1967","J.Huston"
"IH31","A Walk with Love and Death","1968","J.Huston"
"IH14","The Asphalt Jungle","1950","J.Huston"
"JGs20","Winning","1969","Goldstone"
"JiC10","Think Dirty","1970","J.Clark"
"IiS5","The Hours and Times","1991","Softley"
"IH15","Red Badge of Courage","1951","J.Huston"
"IH12","Key Largo","1948","J.Huston"
"IH18","Beat the Devil","1954","J.Huston"
"JiC14","Rentadick","1972","J.Clark"
"IH19","Moby Dick","1956","J.Huston"
"TBi10","Star Trap","1989","Bigat"
"IH16","The African Queen","1951","J.Huston"
"IH17","Moulin Rouge","1952","J.Huston"
"RHf10","Futureworld","1976","Heffron"
"ChC2","For Those in Peril","1943","Ch.Crichton"
"ChC3","Painted Boats","1945","Ch.Crichton"
"CB3","Le Vieil Homme et l'Enfant","1967","Cl.Berri"
"ChC4","Hue and Cry","1946","Ch.Crichton"
"MNv10","Danzon","1992","Novaro"
"ChC5","Against the Wind","1947","Ch.Crichton"
"ChC6","Dance Hall","1950","Ch.Crichton"
"ChC7","The Lavender Hill Mob","1951","Ch.Crichton"
"ChC8","Hunted","1952","Ch.Crichton"
"ErK10","The Octagon","1980","Karsen"
"IH22","The Unforgiven","1960","J.Huston"
"SfP6","Hotel Deutschland","1991","Stf.Paul"
"IH20","Heaven Knows Mr.~Allison","1957","J.Huston"
"SCl5","The Connection","1961","Clarke"
"IH47","Prizzi's Honor","1985","J.Huston"
"IFr7","The Train","1965","Frankenheimer"
"IFr8","Seconds","1966","Frankenheimer"
"IH45","Under the Volcano","1984","J.Huston"
"DoW15","A Slight Case of Larceny","1953","D.Weis"
"IFr5","Birdman of Alcatraz","1962","Frankenheimer"
"IFr6","Seven Days in May","1964","Frankenheimer"
"CEa9","Sudden Impact","1983","Eastwood"
"IFr9","Grand Prix","1967","Frankenheimer"
"SaG10","Theater of Death","1967","Gallu"
"KlW10","Harlem Theatre","1968","Wildenhahn"
"CEa8","Honkytonk Man","1982","Eastwood"
"CEa7","Firefox","1982","Eastwood"
"CEa6","The Eiger Sanction","1981","Eastwood"
"CEa5","Bronco Billy","1980","Eastwood"
"CEa4","The Gauntlet","1977","Eastwood"
"PdR10","Allegro Ma Troppo","1963","deRoubais"
"CEa3","The Outlaw Josey Wales","1976","Eastwood"
"WAS50","Boy Crazy","1922","Seiter"
"CEa2","High Plains Drifter","1973","Eastwood"
"CEa1","Play Misty for Me","1971","Eastwood"
"CC1","Making A Living","1914","Chaplin"
"SE15","Que Viva Mexico","1932","Eisenstein"
"ChF3","San Demetrio London","1943","Frend"
"JuF10","Godzilla on Monster Island","1971","Fukuda"
"ChF7","Scott of The Antarctic","1948","Frend"
"SE10","Mysery and Fortune of Women","1929","Eisenstein"
"IH50","The Dead","1987","J.Huston"
"DoW10","I Love Melvin","1953","D.Weis"
"JIv6","Shakespeare Wallah","1965","Ivory"
"ErK20","Angel Town","1989","Karsen"
"LBF10","La Vie Moderne","1999","FeirreraBarbosa"
"IH34","The Life and Times of Judge Roy Bean","1972","J.Huston"
"IH35","Fat City","1972","J.Huston"
"IH38","The Man Who Would Be King","1975","J.Huston"
"RGt15","Subarnarekha","1965","Ghatak"
"JGs40","Rita Hayworth: The Love Goddess","1983","Goldstone"
"IH39","Wise Blood","1979","J.Huston"
"VGl10","Der Brocken","1992","Glowna"
"RSf20","Sunburn","1979","Sarafian"
"JuF18","Godzilla vs. Megalon","1973","Fukuda"
"JuF20","Godzilla vs. the Cosmic Monster","1974","Fukuda"
"ChE1","Call It Murder","1934","Erskine"
"ChE2","The Egg and I","1947","Erskine"
"CD8","What's New Pussycat?","1965","C.Donner"
"CD7","Nothing But the Best","1963","C.Donner"
"BuT10","The Strangler","1963","Topper"
"ErK30","Nemesis","1992","Karsen"
"PAn10","Savior","1998","Antonijevic"
"IH43","Annie","1982","J.Huston"
"IFr4","The Manchurian Candidate","1962","Frankenheimer"
"ADm10","Chopper","2001","Dominik"
"IFr1","The Young Stranger","1957","Frankenheimer"
"IH42","Victory","1981","J.Huston"
"RS14","Black Rain","1989","R.Scott"
"RS15","Thelma and Louise","1989","R.Scott"
"HBn30","Beau Geste","1926","Brenon"
"RS11","Someone To Watch Over Me","1987","R.Scott"
"WFr11","The McGregor Affair","1964","Friedkin"
"WFr10","Change of Address","1964","Friedkin"
"APa12","Shoot the Moon","1982","A.Parker"
"WFr14","Off Season","1965","Friedkin"
"VDa10","The Benny Goodman Story","1955","V.Davies"
"WFr13","Thou Still Unravished Bride","1965","Friedkin"
"WFr12","Crimson Witness","1965","Friedkin"
"PnM8","Big","1989","P.Marshall"
"ChH3","Girls Town","1959","C.Haas"
"Whu29","Kidnapped","1995","W.Hussein"
"FNm5","A Sailor Made Man","1921","Newmeyer"
"JuD34","Pot-Boullie","1957","Duvivier"
"IrR23","Another Man's Poison","1952","Rapper"
"WWn200","The Cool and the Crazy","1958","Witney"
"HDc70","Outcasts of Glory","1964","Decoin"
"IrR27","The Brave One","1958","Rapper"
"RS20","1492: Conquest of Paradise","1989","R.Scott"
"DME10","The Sandlot","1993","Evans"
"WWn205","Juvenile Jungle","1958","Witney"
"DME13","First Kid","1996","Evans"
"IrR20","The Glass Menagerie","1950","Rapper"
"JiA12","The Adventures of Ford Fairlane","1989","Abrahams"
"MPi50","van Gogh","1992","Pialat"
"JiA10","The Naked Gun","1988","Abrahams"
"JIv8","Bombay Talkie","1970","Ivory"
"TG8","One Way Passage","1932","Garnett"
"JiA15","Hot Shots!","1991","Abrahams"
"HBn40","Beau Ideal","1931","Brenon"
"IrR18","The Voice of the Turtle","1948","Rapper"
"JiA18","Hot Shots! Part Deux","1993","Abrahams"
"BBa5","One Tough Cop","1998","B.Barreto"
"DdH10","Tendres Cousines","1983","D.Hamilton"
"GS12","The Pleasure of his Company","1961","Seaton"
"DoH10","Beau Geste","1966","Heyes"
"GS14","Teacher's Pet","1965","Seaton"
"DLu10","It's Happening Tomorrow","1994","Luchetti"
"AbB1","The Price of Fear","1956","A.Biberman"
"BBa1","Dona Flor and Her Two Husbands","1976","B.Barreto"
"SE26","Ivan the Terrible, part II","1946","Eisenstein"
"GS16","Airport","1970","Seaton"
"ChG2","The Big Picture","1989","Ch.Guest"
"SE27","Ivan the Terrible, part III","1946","Eisenstein"
"IrR10","The Corn is Green","1945","Rapper"
"SE25","Ivan the Terrible, part I","1944","Eisenstein"
"IrR12","Rhapsody in Blue","1945","Rapper"
"RFM20","Gettysburg","1993","R.Maxwell"
"SiM10","Tammy and the Millionaire","1969","S.Miller"
"SE20","Alexander Nevsky","1937","Eisenstein"
"IrR16","Deception","1946","Rapper"
"MSa7","Top Hat","1935","Sandrich"
"APr10","The Crow","1994","Proyas"
"BRa10","Money Talks","1997","Ratner"
"MSa8","Follow the Fleet","1936","Sandrich"
"MSa9","A Woman Rebels","1936","Sandrich"
"BRa12","Rush Hour","1999","Ratner"
"SE28","Que Viva Mexico!","1940","Eisenstein"
"APr12","The Dark City","1998","Proyas"
"MSa6","The Gay Divorcee","1934","Sandrich"
"MPi40","A Nos Amours","1983","Pialat"
"MPi45","Under the Sun of Satan","1987","Pialat"
"RS32","Blackhawk Down","2001","R.Scott"
"SvB12","Gerorge of the Jungle","1997","Brill"
"CBm90","The Man on The Flying Trapeze","1935","Bruckman"
"ELM2","The Death Kiss","1932","E.Marin"
"JuD11","La Fin de Jour","1939","Duvivier"
"JuD10","The Great Waltz","1938","Duvivier"
"JuD13","Tales of Manhattan","1942","Duvivier"
"ELM8","The Casino Murder Case","1935","E.Marin"
"JuD12","Lydia","1941","Duvivier"
"JuD15","Panique","1946","Duvivier"
"Z9735","In and Out","1997","UnYear97"
"APa30","Evita","1996","A.Parker"
"JuD16","Anna Karenina","1948","Duvivier"
"SvB22","Mr. Deeds","2002","Brill"
"BSc9","Maitresse","1975","Schroeder"
"BSc7","General Idi Amin","1974","Schroeder"
"Z9730","Turbulence","1997","UnYear97"
"BSc5","The Valley","1972","Schroeder"
"CJu10","So ist das Leben","1929","Junghans"
"BSc2","More","1969","Schroeder"
"RS28","G.I. Jane","1997","R.Scott"
"RS26","White Squall","1996","R.Scott"
"JuD19","Don Camillo","1952","Duvivier"
"WRu10","Berlin: die Symphonie einer Grossstadt","1927","Ruttmann"
"BGr10","Wilma","1980","Greenspan"
"APa20","Mississippi Burning","1988","A.Parker"
"GTh10","Carry On Sergeant","1958","G.Thomas"
"GTh12","Carry On Nurse","1959","G.Thomas"
"APa25","The Commitments","1991","A.Parker"
"APa24","Come See the Paradise","1990","A.Parker"
"GTh14","Carry On Teacher","1960","G.Thomas"
"WjH10","The Saragossa Manuscript","1965","Has"
"IrR32","The Miracle","1959","Rapper"
"CH5","Anthony and Cleopatra","1971","Heston"
"RDi10","Deathgames","1983","Dimsey"
"JuD25","The Man in the Raincoat","1957","Duvivier"
"HCs1","Passport to Pimlico","1948","Cornelius"
"RS30","Gladiator","1999","R.Scott"
"APa9","Pink Floyd: The Wall","1982","A.Parker"
"HCs3","Genevieve","1953","Cornelius"
"APa6","Midnight Express","1978","A.Parker"
"HCs2","The Galloping Major","1951","Cornelius"
"APa7","Fame","1979","A.Parker"
"BvH8","Every Which Way But Loose","1978","vanHorn"
"HCs5","Next to No Time","1957","Cornelius"
"HCs4","I am a Camera","1955","Cornelius"
"APa5","Bugsy Malone","1977","A.Parker"
"JuD20","La Fete a Henriette","1952","Duvivier"
"IrR30","Marjorie Morningstar","1958","Rapper"
"HCs6","Law and Disorder","1958","Cornelius"
"IBy15","The Razor's Edge","1984","Byrum"
"PAl18","La flor de mi Secreto","1996","Almodovar"
"RtB10","Une Femme Douce","1969","Bresson"
"PAl16","Kika","1994","Almodovar"
"GTh20","Carry On Cruising","1961","G.Thomas"
"ChL1","A Place in Time","1976","Lane"
"BHu10","Forces of Nature","1999","B.Hughes"
"GTh22","Carry On Cabby","1962","G.Thomas"
"ChL2","Sidewalk Stories","1989","Lane"
"GTh23","Twice Round the Daffodils","1962","G.Thomas"
"GTh24","Carry On Jack","1964","G.Thomas"
"GTh26","Carry On Spying","1964","G.Thomas"
"GTh16","Carry On Constable","1960","G.Thomas"
"BeH2","Angels over Broadway","1940","Hecht"
"GTh18","Carry On Regardless","1961","G.Thomas"
"BeH1","The Scoundrel","1935","Hecht"
"ToH40","The Mangler","1995","T.Hooper"
"LB35.","Cet obscur objet du d\'esir","1977","Bunuel"
"RiB15","Racing with the Moon","1984","Benjamin"
"PAl21","Todo sobre mi madre","1999","Almodovar"
"Z9750","Safe Home","1997","UnYear97"
"MeG4","Tevye and his Seven Daughters","1968","Golan"
"ASj50","The Island","1966","Sjoberg"
"GTh30","Carry On Cowboy","1966","G.Thomas"
"RtS10","Radio Bikini","1987","R.Stone"
"GTh32","Carry On Screamming","1966","G.Thomas"
"CJ2","Anne of a Thousand Days","1970","Jarrot"
"TKa10","Bushido Blade","1981","Katani"
"RRa10","Best of the Best","1989","Radler"
"BvH10","Any Which Way You Can","1980","vanHorn"
"SvB04","The Little Giants","1993","Brill"
"FZ20ZZ","The Real Julia, Muriel Gardiner's Story","1980","Zinneman"
"CJ4","Lost Horizon","1973","Jarrot"
"SvB05","The Mighty Ducks","1994","Brill"
"CJ3","Mary, Queen of Scots","1972","Jarrot"
"GTh36","Follow that Camel","1967","G.Thomas"
